,pct_tl_open_L6M,pct_tl_closed_L6M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,time_since_recent_payment,max_recent_level_of_deliq,num_deliq_6_12mts,num_times_60p_dpd,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_12mts,num_lss,recent_level_of_deliq,CC_enq_L12m,PL_enq_L12m,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,MARITALSTATUS,EDUCATION,GENDER,last_prod_enq2,first_prod_enq2,Approved_Flag
7462,0.067,0.0,0,0.067,0.0,3,0,0,0,11,4,9,491,314,0,23,0,0,0,0,0,0,0,15,0,0,34,1,40000,301,0,0,0.0,0.0,1,0,Single,GRADUATE,M,ConsumerLoan,ConsumerLoan,P3
7463,0.0,0.0,0,0.75,0.0,0,1,0,0,1,3,0,79,0,0,0,7,0,0,0,0,0,0,0,2,0,288,0,20000,53,1,0,0.0,0.0,0,0,Married,GRADUATE,M,CC,others,P2
7464,0.0,0.0,0,0.0,0.0,0,0,1,0,1,0,0,52,3,3,2,0,0,0,0,0,0,0,3,0,0,1794,0,18500,126,0,0,0.0,0.0,0,1,Married,SSC,M,PL,PL,P2
7465,1.0,1.0,2,1.0,1.0,0,0,0,2,0,2,0,61,0,0,0,2,0,0,0,0,0,0,0,1,4,43,5,20000,12,0,1,1.0,1.0,0,0,Single,GRADUATE,M,CC,PL,P4
7466,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,209,22,0,0,0,0,0,0,0,0,0,22,0,0,1135,0,19000,106,0,0,0.0,0.0,0,0,Married,SSC,M,others,others,P2
7467,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,1,60,0,0,0,10,0,0,0,0,0,0,0,0,0,959,0,28000,162,0,0,0.0,0.0,0,0,Married,12TH,F,others,others,P1
7468,0.5,0.0,0,1.0,0.0,1,0,0,0,0,2,0,78,0,0,0,0,0,0,0,0,0,0,0,1,1,19,2,13800,82,0,0,1.0,1.0,0,0,Married,12TH,M,CC,ConsumerLoan,P4
7469,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,327,23,0,0,0,0,0,0,0,0,0,23,0,0,1455,0,18000,63,0,0,0.0,0.0,0,0,Single,GRADUATE,M,others,others,P2
7470,0.667,0.0,0,0.667,0.0,2,0,0,0,2,1,0,655,1,0,0,0,0,0,0,0,0,0,1,0,22,68,9,60000,220,0,0,0.818,0.0,1,0,Married,12TH,M,PL,others,P4
7471,0.0,0.0,0,0.333,0.0,0,0,0,1,0,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,75000,20,0,1,0.0,0.0,0,0,Married,POST-GRADUATE,M,others,CC,P2
7472,0.0,0.0,0,0.0,0.0,1,0,1,0,3,0,1,729,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,15000,148,0,0,0.0,0.0,1,1,Married,12TH,F,ConsumerLoan,ConsumerLoan,P2
7473,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,2,22,1,15000,17,0,0,1.0,0.0,0,0,Single,OTHERS,M,PL,others,P3
7474,0.5,0.0,0,1.0,0.0,2,0,0,0,1,3,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,17000,41,0,0,0.0,0.0,0,0,Single,SSC,M,others,others,P2
7475,1.0,0.0,0,1.0,0.0,1,0,0,0,0,2,1,82,0,0,0,0,0,0,0,0,0,0,0,0,1,166,0,25000,368,0,0,1.0,0.0,0,0,Single,GRADUATE,M,others,PL,P2
7476,0.0,0.0,0,0.0,0.0,0,0,0,0,1,1,0,142,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,27000,186,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P2
7477,1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,1,183,0,25000,100,0,0,1.0,0.0,0,0,Married,12TH,M,PL,PL,P2
7478,0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,102,0,18000,170,0,0,1.0,0.0,0,0,Married,12TH,M,PL,PL,P3
7479,0.0,0.143,1,0.0,0.143,1,1,0,0,4,3,2,165,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,18500,24,1,0,0.0,0.0,1,0,Married,GRADUATE,M,AL,others,P1
7480,0.333,0.0,0,0.333,0.0,0,0,0,0,2,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,50000,63,0,0,0.0,0.0,1,0,Married,12TH,M,others,others,P3
7481,0.091,0.0,2,0.364,0.182,2,0,0,1,4,7,1,60,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,40000,60,0,1,0.0,0.0,1,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
7482,0.111,0.222,3,0.444,0.333,1,0,0,0,1,8,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1,248,0,22500,185,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,AL,ConsumerLoan,P2
7483,0.0,0.0,1,0.0,0.5,0,0,0,0,2,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,22000,146,0,0,0.0,0.0,0,0,Married,12TH,M,ConsumerLoan,others,P2
7484,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,1,239,0,27500,125,0,0,0.0,0.0,0,0,Married,SSC,M,PL,PL,P2
7485,0.25,0.25,3,0.25,0.25,3,0,0,0,11,1,2,112,0,0,0,39,0,0,0,0,0,0,0,0,0,3,1,14500,126,0,0,0.0,0.0,1,0,Married,UNDER GRADUATE,M,ConsumerLoan,others,P1
7486,0.286,0.143,5,0.524,0.238,3,0,0,1,7,14,10,50,26,2,0,1,0,0,0,0,0,0,26,0,4,4,4,10000,27,0,1,0.429,0.0,1,0,Single,GRADUATE,M,PL,others,P4
7487,0.0,0.0,0,1.0,0.0,0,0,0,0,0,2,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,11000,66,0,0,0.0,0.0,0,0,Married,12TH,M,ConsumerLoan,others,P2
7488,0.0,0.0,0,0.0,0.0,0,1,0,0,0,1,0,4160,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,25000,65,1,0,0.0,0.0,0,0,Married,SSC,M,ConsumerLoan,PL,P2
7489,0.0,0.0,0,0.5,0.0,0,0,0,0,2,0,0,67,30,0,0,0,0,0,0,0,0,0,2,0,0,345,0,25000,131,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P2
7490,0.0,0.2,1,0.0,0.2,0,0,0,2,2,3,0,43,3,0,0,0,0,0,0,0,0,0,3,0,0,390,0,20000,131,0,1,0.0,0.0,0,0,Married,SSC,M,PL,others,P2
7491,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,46,0,0,0,11,0,0,0,0,0,0,0,0,0,7,1,17800,150,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,others,P2
7492,0.0,0.4,2,0.2,0.4,0,0,0,0,1,4,2,55,28,1,0,11,0,0,0,0,0,0,28,0,0,354,0,20000,68,0,0,0.0,0.0,0,0,Married,12TH,M,ConsumerLoan,others,P2
7493,0.2,0.0,0,0.2,0.0,1,2,0,0,2,3,0,45,28,13,0,0,0,0,0,0,0,0,3,5,7,26,5,17000,42,1,0,0.556,0.0,0,0,Single,UNDER GRADUATE,M,PL,CC,P4
7494,0.065,0.065,3,0.161,0.097,3,0,0,0,26,5,4,95,255,1,2,12,0,0,0,0,0,0,255,1,0,5,2,22000,102,0,0,0.0,1.0,1,0,Married,12TH,M,ConsumerLoan,ConsumerLoan,P2
7495,0.0,0.0,0,0.0,0.0,0,0,0,0,2,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,15000,32,0,0,0.0,0.0,0,0,Married,SSC,M,others,others,P2
7496,0.333,0.0,0,0.667,0.0,1,0,0,0,0,3,2,65,24,0,0,0,0,0,0,0,0,0,24,0,0,383,0,30000,189,0,0,0.0,0.0,0,0,Single,OTHERS,M,others,others,P2
7497,0.5,0.0,0,0.5,0.0,1,0,0,0,0,2,0,683,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,27000,36,0,0,0.0,0.0,0,0,Married,SSC,M,ConsumerLoan,ConsumerLoan,P2
7498,0.5,0.0,0,1.0,0.0,1,0,0,1,0,2,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,72,4,17000,45,0,1,1.0,0.0,0,0,Single,GRADUATE,M,PL,others,P4
7499,0.0,0.0,1,0.0,1.0,0,0,0,0,0,1,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12000,26,0,0,0.0,0.0,0,0,Single,UNDER GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
7500,0.5,0.0,0,0.5,0.0,0,0,0,0,2,0,0,64,27,0,0,0,0,0,0,0,0,0,27,1,0,75,1,50000,190,0,0,0.0,1.0,0,0,Single,12TH,M,CC,others,P3
7501,0.0,0.0,0,0.286,0.0,0,0,0,0,4,3,3,98,30,0,0,15,0,0,0,0,0,0,30,0,0,675,0,30000,79,0,0,0.0,0.0,1,0,Married,GRADUATE,M,others,others,P2
7502,0.0,0.5,1,0.5,0.5,0,0,0,1,1,1,0,56,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,25000,38,0,1,1.0,1.0,0,0,Married,GRADUATE,M,CC,PL,P4
7503,0.6,0.0,0,1.0,0.0,0,2,0,1,2,3,1,58,0,0,0,0,0,0,0,0,0,0,0,4,3,12,4,21000,53,1,1,1.0,0.75,0,0,Single,12TH,M,PL,others,P4
7504,0.385,0.308,4,0.462,0.308,1,0,0,1,1,12,6,52,25,0,0,0,0,0,0,0,0,0,25,0,0,547,0,50000,111,0,1,0.0,0.0,0,0,Married,12TH,M,PL,ConsumerLoan,P2
7505,0.5,0.0,1,0.5,0.5,1,0,0,0,0,2,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,180000,131,0,0,0.0,0.0,0,0,Married,12TH,F,ConsumerLoan,ConsumerLoan,P2
7506,0.0,0.0,0,1.0,0.0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,18000,57,0,0,0.0,0.0,0,0,Single,12TH,M,others,others,P2
7507,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,3,224,0,12000,27,0,0,0.0,0.0,0,0,Single,GRADUATE,M,PL,others,P2
7508,0.136,0.273,10,0.409,0.455,2,2,0,1,0,22,0,15,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,15000,71,1,1,0.5,0.125,0,0,Married,UNDER GRADUATE,F,ConsumerLoan,ConsumerLoan,P3
7509,0.25,0.0,0,0.25,0.0,0,1,1,0,3,1,1,31,23,0,0,0,0,0,0,0,0,0,23,0,0,164,0,45000,107,1,0,0.0,0.0,0,1,Single,12TH,F,HL,others,P3
7510,0.833,0.167,2,0.833,0.167,5,0,0,2,4,8,7,57,0,0,0,1,0,0,0,0,0,0,0,1,4,23,6,35000,44,0,1,0.8,1.0,0,0,Married,POST-GRADUATE,M,CC,ConsumerLoan,P4
7511,0.0,0.2,2,0.2,0.4,0,2,0,2,0,5,0,86,3,3,0,0,0,0,0,0,0,0,3,0,1,15,2,20400,101,1,1,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,CC,P1
7512,0.0,0.143,1,0.0,0.143,0,0,0,0,1,6,1,386,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,0,32000,306,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,others,P1
7513,0.0,0.5,1,0.0,0.5,0,0,0,0,0,2,0,158,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,32000,305,0,0,1.0,0.0,0,0,Married,12TH,M,ConsumerLoan,ConsumerLoan,P4
7514,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,86,1,25000,65,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,others,P2
7515,0.077,0.0,0,0.231,0.0,1,0,2,2,3,10,3,56,31,0,0,7,0,0,0,0,0,0,31,1,6,15,1,35500,100,0,1,0.444,1.0,0,1,Married,POST-GRADUATE,M,PL,PL,P2
7516,0.333,0.0,0,0.667,0.0,0,0,0,0,3,0,2,81,9,4,0,0,0,0,0,0,0,0,9,0,1,187,0,24000,150,0,0,0.0,0.0,0,0,Married,SSC,M,PL,others,P3
7517,0.0,0.6,3,0.0,0.6,0,0,0,1,0,5,1,54,28,0,0,0,0,0,0,0,0,0,28,0,1,141,0,15000,61,0,1,0.333,0.0,0,0,Married,OTHERS,M,PL,ConsumerLoan,P3
7518,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,1,169,0,0,0,9,0,0,0,0,0,0,0,0,0,1090,0,25000,182,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P2
7519,0.0,0.0,0,0.0,0.0,0,0,0,0,2,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,2098,0,24000,122,0,0,0.0,0.0,1,0,Married,UNDER GRADUATE,M,others,others,P3
7520,0.2,0.0,1,0.6,0.2,0,3,0,0,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,2,0,118,0,28700,145,1,0,0.0,0.333,0,0,Married,GRADUATE,M,CC,CC,P2
7521,0.0,0.0,0,1.0,0.0,0,0,0,0,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,190,0,12000,53,0,0,0.0,0.0,0,0,Single,GRADUATE,M,PL,AL,P2
7522,0.5,0.0,0,0.5,0.0,0,0,0,0,1,1,1,52,0,0,0,13,0,0,0,0,0,0,0,0,1,192,0,45000,150,0,0,0.0,0.0,0,0,Married,12TH,M,PL,AL,P1
7523,0.333,0.333,1,1.0,0.333,0,0,0,0,1,2,1,19,26,0,0,0,0,0,0,0,0,0,26,0,4,3,6,24000,26,0,0,1.0,0.0,0,0,Married,UNDER GRADUATE,M,PL,ConsumerLoan,P4
7524,0.2,0.2,2,0.6,0.4,0,0,0,0,5,0,1,111,60,3,4,21,0,0,0,0,0,0,60,0,0,4,1,11000,47,0,0,0.0,0.0,1,0,Married,12TH,M,ConsumerLoan,ConsumerLoan,P2
7525,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,106,0,0,0,0,0,0,0,0,0,0,0,0,1,135,0,8000,246,0,0,0.0,0.0,0,0,Married,SSC,F,ConsumerLoan,others,P2
7526,0.0,0.0,0,0.5,0.0,0,0,0,0,1,1,1,112,0,0,0,0,3,0,0,0,0,6,0,0,1,280,0,20000,143,0,0,0.0,0.0,0,0,Married,12TH,M,PL,PL,P2
7527,0.25,0.0,1,0.5,0.25,0,0,0,1,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,2,82,1,25000,147,0,1,0.5,0.0,0,0,Single,GRADUATE,M,PL,ConsumerLoan,P3
7528,1.0,1.0,1,1.0,1.0,0,0,0,1,0,1,0,122,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,15000,15,0,1,1.0,0.0,0,0,Married,SSC,F,ConsumerLoan,PL,P2
7529,0.286,0.143,2,0.857,0.286,2,0,0,2,0,7,1,55,0,0,0,0,0,0,0,0,0,0,0,0,2,91,1,18000,49,0,1,0.5,0.0,0,0,Single,GRADUATE,M,PL,ConsumerLoan,P2
7530,0.2,0.0,1,0.2,0.2,0,0,0,0,0,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,25000,152,0,0,0.0,0.0,0,0,Married,SSC,M,ConsumerLoan,ConsumerLoan,P2
7531,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,74,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,12000,15,0,0,0.0,1.0,0,0,Single,SSC,M,ConsumerLoan,others,P3
7532,0.0,0.0,0,0.0,0.0,0,0,0,0,1,2,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,0,12500,78,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P3
7533,0.0,0.333,1,0.0,0.333,0,0,0,0,1,2,2,49,0,0,0,10,0,0,0,0,0,0,0,0,1,15,1,45000,153,0,0,1.0,0.0,0,0,Married,UNDER GRADUATE,M,PL,others,P2
7534,0.208,0.167,8,0.458,0.333,2,1,0,1,1,23,8,51,0,0,0,0,0,0,0,0,0,0,0,3,5,10,5,20000,29,1,1,0.333,0.5,0,0,Married,GRADUATE,M,CC,others,P2
7535,0.5,0.0,0,0.5,0.0,0,0,0,2,0,4,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,26000,240,0,1,0.0,0.0,0,0,Married,12TH,M,ConsumerLoan,others,P2
7536,0.8,0.0,0,1.0,0.0,3,0,0,3,0,5,0,55,0,0,0,0,0,0,0,0,0,0,0,2,11,5,14,35000,13,0,1,0.833,1.0,0,0,Married,UNDER GRADUATE,M,ConsumerLoan,PL,P4
7537,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,18500,63,0,0,1.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,others,P3
7538,0.0,0.0,0,0.0,0.0,0,0,0,0,3,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,0,15000,36,0,0,0.0,0.0,0,0,Married,SSC,M,CC,others,P2
7539,0.857,0.0,0,0.857,0.0,1,0,0,0,3,4,1,40,27,0,0,3,0,0,0,0,0,0,27,0,0,162,0,15000,125,0,0,0.0,0.0,1,0,Single,GRADUATE,M,others,others,P2
7540,0.5,0.0,0,0.5,0.0,0,0,0,0,1,1,1,39,0,0,0,3,0,0,0,0,0,0,0,0,0,133,0,12000,154,0,0,0.0,0.0,0,0,Single,GRADUATE,M,others,others,P2
7541,0.667,0.0,0,0.667,0.0,2,0,0,0,2,1,2,3854,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,28600,225,0,0,0.0,0.0,0,0,Married,SSC,M,others,AL,P2
7542,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,24000,53,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P2
7543,0.0,0.071,2,0.071,0.143,1,0,0,1,13,1,1,45,30,0,0,10,0,0,0,0,0,0,30,0,1,7,2,39000,107,0,1,0.5,0.0,1,0,Married,GRADUATE,M,PL,AL,P2
7544,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,24000,246,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P2
7545,0.0,0.0,1,0.1,0.1,1,0,0,0,10,0,1,214,1,0,0,14,0,0,0,0,0,0,1,0,0,1446,0,40000,143,0,0,0.0,0.0,1,0,Married,12TH,M,AL,AL,P2
7546,0.5,0.5,1,0.5,0.5,0,0,0,0,2,0,2,119,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,30000,66,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
7547,0.0,0.0,0,0.333,0.0,0,0,0,0,2,1,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,35000,68,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P2
7548,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,1466,1,0,0,0,0,0,0,0,0,0,1,0,0,2374,0,30000,125,0,0,0.0,0.0,0,0,Married,OTHERS,M,AL,AL,P2
7549,0.0,0.0,0,0.0,0.0,0,0,0,1,0,1,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,657,0,11500,92,0,1,0.0,0.0,0,0,Married,12TH,M,others,others,P2
7550,0.5,0.0,0,0.5,0.0,1,0,1,0,2,0,0,1837,0,0,0,2,0,0,0,0,0,0,0,0,0,219,0,22000,65,0,0,0.0,0.0,0,1,Single,UNDER GRADUATE,M,HL,others,P3
7551,0.0,0.0,1,0.0,1.0,0,0,0,0,0,1,0,232,9,0,0,0,0,0,0,0,0,0,9,0,1,94,0,28000,37,0,0,1.0,0.0,0,0,Single,12TH,M,PL,ConsumerLoan,P3
7552,0.286,0.0,1,0.857,0.143,1,0,0,0,0,7,1,68,0,0,0,0,0,0,0,0,0,0,0,2,0,65,1,20000,26,0,0,0.0,1.0,0,0,Single,SSC,M,CC,ConsumerLoan,P2
7553,0.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,220,0,15000,55,0,0,0.0,0.0,0,0,Married,OTHERS,F,PL,PL,P2
7554,0.25,0.0,0,0.25,0.0,0,0,0,0,3,1,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,45000,126,0,0,0.0,0.0,0,0,Married,GRADUATE,M,others,others,P1
7555,0.0,0.0,1,0.25,0.125,1,0,0,4,2,6,2,63,0,0,0,11,0,0,0,0,0,0,0,0,0,3,1,17000,72,0,1,0.0,0.0,0,0,Married,GRADUATE,F,ConsumerLoan,ConsumerLoan,P1
7556,0.231,0.154,4,0.462,0.308,0,0,0,0,8,5,0,51,24,0,0,0,0,0,0,0,0,0,24,0,1,86,1,32000,127,0,0,1.0,0.0,1,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P3
7557,1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,13000,63,0,0,0.0,0.0,0,0,Single,12TH,M,others,others,P2
7558,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,49,10,0,0,0,0,0,0,0,0,0,10,0,0,416,0,25000,80,0,0,0.0,0.0,0,0,Married,SSC,M,others,others,P2
7559,0.0,0.0,0,0.0,0.0,0,1,0,1,0,2,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,14000,90,1,1,0.0,0.0,0,0,Married,GRADUATE,M,PL,CC,P2
7560,0.0,0.0,0,0.25,0.0,0,1,0,0,1,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,29000,59,1,0,0.0,0.0,0,0,Married,POST-GRADUATE,F,CC,ConsumerLoan,P2
7561,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,0,38500,68,0,0,0.0,0.0,0,0,Married,SSC,M,others,others,P2
7562,0.333,0.0,0,0.333,0.0,1,0,0,0,6,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,34000,82,0,0,0.0,0.0,1,0,Single,GRADUATE,M,others,others,P2
7563,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,24000,54,0,0,0.0,0.0,0,0,Married,12TH,M,others,AL,P2
7564,0.0,0.0,0,0.0,0.0,0,0,0,3,0,3,0,2939,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20000,186,0,1,0.0,0.0,0,0,Married,SSC,M,ConsumerLoan,PL,P2
7565,0.167,0.333,3,0.167,0.5,1,0,0,0,1,5,2,136,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,20000,18,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,others,P2
7566,0.333,0.333,1,0.667,0.333,0,0,0,0,1,2,1,74,0,0,0,0,0,0,0,0,0,0,0,0,3,124,0,20000,79,0,0,1.0,0.0,0,0,Married,UNDER GRADUATE,M,PL,others,P2
7567,1.0,0.0,0,1.0,0.0,1,0,0,0,1,1,0,116,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,26000,27,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,ConsumerLoan,others,P2
7568,1.0,0.0,0,1.0,0.0,0,0,0,0,0,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,18000,53,0,0,0.0,0.0,0,0,Single,12TH,M,ConsumerLoan,ConsumerLoan,P2
7569,0.2,0.4,2,0.6,0.4,0,0,0,1,2,3,1,44,0,0,0,0,0,0,0,0,0,0,0,0,5,21,1,35000,62,0,1,0.429,0.0,0,0,Single,GRADUATE,M,PL,others,P2
7570,0.5,0.0,0,0.5,0.0,0,0,0,0,1,1,0,63,60,0,0,0,0,0,0,0,0,0,60,2,1,4,7,15000,64,0,0,1.0,1.0,0,0,Single,12TH,M,others,ConsumerLoan,P4
7571,0.6,0.0,1,0.8,0.2,2,0,0,0,1,4,1,57,11,0,1,0,0,0,0,0,0,0,11,0,0,235,0,28000,66,0,0,0.0,0.0,1,0,Single,UNDER GRADUATE,M,others,others,P2
7572,0.267,0.067,4,0.6,0.267,3,0,0,0,1,14,3,66,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,25000,185,0,0,0.5,0.0,0,0,Married,12TH,M,PL,ConsumerLoan,P3
7573,0.5,0.0,0,1.0,0.0,0,0,1,1,1,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,37000,104,0,1,0.0,0.0,0,1,Married,SSC,M,others,others,P2
7574,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,20000,63,0,0,0.0,0.0,0,0,Married,12TH,M,others,others,P2
7575,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,40000,124,0,0,0.0,0.0,0,0,Married,UNDER GRADUATE,M,others,AL,P2
7576,0.0,0.0,0,0.5,0.0,0,0,0,0,1,1,1,215,89,1,2,17,0,0,0,0,0,0,89,0,0,151,0,28000,71,0,0,0.0,0.0,1,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P1
7577,0.0,1.0,1,0.0,1.0,0,0,0,0,0,1,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,35000,182,0,0,0.0,0.0,0,0,Married,GRADUATE,M,ConsumerLoan,ConsumerLoan,P2
7578,0.0,0.111,2,0.0,0.222,0,1,0,0,7,2,3,52,0,0,0,1,0,0,0,0,0,0,0,0,1,99,0,90000,186,1,0,1.0,0.0,1,0,Married,GRADUATE,M,PL,AL,P2
7579,0.5,0.0,0,0.5,0.0,0,0,0,0,1,1,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,18000,29,0,0,0.0,0.0,0,0,Married,12TH,M,ConsumerLoan,PL,P2
7580,0.0,0.0,0,0.0,0.0,0,0,0,0,1,1,1,41,22,1,0,2,0,0,0,0,0,0,22,0,0,743,0,70000,126,0,0,0.0,0.0,0,0,Single,SSC,M,others,ConsumerLoan,P2
7581,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,877,0,25000,64,0,0,0.0,0.0,0,0,Married,OTHERS,M,ConsumerLoan,ConsumerLoan,P2
7582,0.5,0.5,3,0.667,0.5,1,1,0,0,3,3,3,45,0,0,0,17,0,0,0,0,0,0,0,1,0,5,2,15000,53,1,0,0.0,1.0,0,0,Single,OTHERS,M,ConsumerLoan,AL,P2
7583,0.0,0.333,1,0.333,0.333,0,0,0,0,1,2,0,22,30,0,0,0,0,0,0,0,0,0,30,0,0,65,1,13000,60,0,0,0.0,0.0,0,0,Married,12TH,M,ConsumerLoan,others,P4
