PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,num_times_delinquent,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
9582,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,3,3,1,Married,UNDER GRADUATE,46,M,25000,98,1.0,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,673,P2
9583,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,133,133,421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,6,1,1,1,Single,12TH,45,M,40000,242,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0.0,0,0,PL,PL,672,P2
9584,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,21,21,109,0,0,0,0,0,0,0,18,3,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,111,1,1,0,Married,12TH,54,F,24000,186,1.0,0.0,0.751,0,1,0.0,0.0,0.0,0.0,0,0,others,PL,679,P2
9585,12,7,5,3,1,0.25,0.083,0.417,0.583,4,1,0.333,0.083,2,3,0,0,6,0,0,12,0,3,119,2,66,0,0,0,0,0,0,0,29,10,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,1,1,1,Married,SSC,61,M,25000,77,0.417,0.75,1.031,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,728,P1
9586,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,2,0,0,0,0,0,2,1,1,92,33,546,9,59,0,0,0,9,8,4,0,0,0,0,0,0,0,0,0,0,0,59,6,0,0,0,0,0,0,74,1,1,1,Married,12TH,29,M,19500,136,0.333,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,674,P2
9587,4,0,4,1,0,0.25,0.0,1.0,0.0,3,0,0.75,0.0,1,0,0,4,0,0,0,0,4,0,15,1,70,1,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,2,6,5,4,Married,GRADUATE,26,F,15000,31,1.0,0.333,0.064,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,644,P4
9588,4,1,3,1,1,0.25,0.25,0.75,0.25,3,1,0.75,0.25,0,0,0,2,0,0,0,0,4,2,14,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,93,2,2,0,Single,GRADUATE,30,M,37000,89,0.75,0.333,0.181,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,677,P2
9590,13,7,6,2,1,0.154,0.077,0.462,0.538,4,1,0.308,0.077,1,1,0,6,5,0,0,6,7,1,170,4,66,0,0,0,0,0,0,0,32,4,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1005,0,0,0,Married,UNDER GRADUATE,38,M,32500,125,0.462,0.5,0.378,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,729,P1
9591,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,102,102,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3063,0,0,0,Married,OTHERS,38,M,35000,189,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,715,P1
9592,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,1,0,0,2,0,0,0,0,3,1,8,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,3,4,3,3,Married,SSC,38,M,20000,104,1.0,0.333,0.309,0,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,others,660,P3
9593,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,11,11,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,4,2,1,Single,UNDER GRADUATE,25,M,17000,55,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,ConsumerLoan,671,P2
9594,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,16,16,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,5,5,5,Married,12TH,44,F,14500,150,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,657,P4
9596,10,5,5,4,2,0.4,0.2,0.5,0.5,6,4,0.6,0.4,2,3,0,2,2,0,1,7,3,2,62,3,52,8,9,0,2,2,1,0,8,7,8,0,0,0,0,0,0,0,0,0,9,12,0,0,0,2,1,2,137,9,2,0,Married,GRADUATE,41,M,40000,135,0.5,0.667,0.905,0,1,0.5,0.0,0.5,0.0,1,0,others,AL,676,P2
9597,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,1,0,2,0,32,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,1,2,42,3,2,1,Married,UNDER GRADUATE,34,F,45000,66,1.0,0.0,0.492,0,1,0.5,0.0,0.333,0.0,0,0,ConsumerLoan,ConsumerLoan,673,P2
9598,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,224,1,0,0,Married,12TH,30,M,30000,174,1.0,0.0,0.825,0,0,0.0,0.0,0.0,0.0,0,0,others,others,684,P2
9599,6,6,0,0,2,0.0,0.333,0.0,1.0,1,3,0.167,0.5,0,0,0,1,1,0,0,5,1,4,38,8,155,0,0,0,0,0,0,0,35,2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,804,0,0,0,Married,SSC,31,F,17000,251,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,691,P2
9601,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,2,1,17,17,91,1,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,3,3,3,1,4,4,4,Married,12TH,29,M,20000,107,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0,0,ConsumerLoan,others,651,P4
9603,5,4,1,0,0,0.0,0.0,0.2,0.8,1,1,0.2,0.2,0,1,0,2,1,0,0,2,3,1,76,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1036,0,0,0,Married,GRADUATE,36,M,21100,40,0.2,0.0,0.82,0,0,0.0,0.0,0.0,0.0,1,0,PL,ConsumerLoan,700,P2
9605,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,61,61,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,3,1,Single,GRADUATE,25,M,35000,60,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,675,P2
9608,5,2,3,0,0,0.0,0.0,0.6,0.4,1,0,0.2,0.0,0,0,1,3,0,0,1,0,5,0,197,9,69,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,4,1,2,1,0,0,63,2,1,1,Single,12TH,40,M,20000,65,0.6,0.0,0.254,1,1,0.0,0.5,0.0,0.25,0,0,CC,ConsumerLoan,697,P2
9609,61,52,9,2,0,0.033,0.0,0.148,0.852,4,0,0.066,0.0,6,3,2,0,47,0,4,50,11,5,152,3,51,1,25,1,1,0,0,0,60,5,12,0,0,0,0,0,0,0,0,0,25,8,0,0,0,3,0,0,285,2,0,0,Married,12TH,51,M,30000,303,0.148,0.5,0.898,1,1,0.0,0.0,0.0,0.0,1,0,others,PL,716,P1
9610,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,28,11,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,3,2,2,Married,UNDER GRADUATE,35,M,42600,80,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,680,P2
9613,4,3,1,0,0,0.0,0.0,0.25,0.75,1,1,0.25,0.25,0,0,0,2,0,0,0,1,3,2,61,7,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,3,2,3,4,11,8,7,Single,OTHERS,30,M,45000,109,0.25,0.0,0.367,0,0,0.667,1.0,0.667,1.0,0,0,ConsumerLoan,AL,647,P4
9614,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,0,0,0,0,2,1,4,4,87,1,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,2,2,2,25,3,3,2,Married,12TH,31,M,13000,69,1.0,1.0,0.61,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,645,P4
9615,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,93,2,2,0,Married,SSC,34,M,20000,306,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,687,P2
9618,19,17,2,0,0,0.0,0.0,0.105,0.895,1,3,0.053,0.158,1,1,0,0,17,0,0,18,1,1,45,11,50,12,61,0,0,0,8,6,117,4,19,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,844,0,0,0,Married,SSC,36,F,20000,81,0.105,0.0,0.707,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,AL,688,P2
9619,11,8,3,0,0,0.0,0.0,0.273,0.727,0,0,0.0,0.0,0,0,0,3,8,0,0,8,3,0,82,21,543,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,1112,0,0,0,Married,12TH,29,M,13000,82,0.273,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,670,P2
9621,18,16,2,1,1,0.056,0.056,0.111,0.889,1,1,0.056,0.056,1,0,0,0,16,2,0,18,0,0,202,5,50,0,0,0,0,0,0,0,29,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2552,0,0,0,Married,SSC,50,M,22000,306,0.111,1.0,0.613,0,0,0.0,0.0,0.0,0.0,1,1,HL,HL,767,P1
9622,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,15,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,3,3,Single,12TH,22,M,22000,63,1.0,0.0,0.384,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,674,P2
9623,3,2,1,1,1,0.333,0.333,0.333,0.667,2,2,0.667,0.667,0,0,0,0,3,0,0,3,0,0,18,3,100,0,0,0,0,0,0,0,14,5,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,3,Single,SSC,23,M,20000,42,0.333,0.5,1.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,664,P3
9624,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,5,4,3,Single,12TH,34,M,25000,185,1.0,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,663,P3
9626,11,5,6,0,0,0.0,0.0,0.545,0.455,1,2,0.091,0.182,4,0,0,1,10,0,0,10,1,0,55,10,67,1,59,0,0,0,1,0,37,5,11,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,0,297,2,0,0,Married,12TH,35,F,15000,96,0.545,0.0,0.917,0,0,0.0,0.0,0.0,0.0,1,0,others,others,669,P2
9627,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,0,1,0,1,0,2,1,1,29,15,67,2,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,24,2,2,2,Married,GRADUATE,40,F,23000,26,0.667,0.0,0.907,0,0,0.0,0.0,0.0,0.0,0,1,ConsumerLoan,ConsumerLoan,658,P4
9628,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,89,87,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,2,2,2,Single,GRADUATE,29,M,16000,30,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,AL,669,P2
9629,24,22,2,0,2,0.0,0.083,0.083,0.917,0,2,0.0,0.083,0,1,0,7,13,0,2,14,10,1,77,14,74,21,29,2,13,11,12,5,9,0,1,0,0,0,0,0,0,0,0,0,29,20,0,0,0,6,1,1,2,2,2,2,Married,12TH,41,M,30000,311,0.083,0.0,0.573,0,1,1.0,0.0,0.167,0.0,1,0,ConsumerLoan,others,659,P3
9630,5,2,3,0,1,0.0,0.2,0.6,0.4,2,1,0.4,0.2,3,0,0,1,0,1,0,4,1,3,106,8,153,0,0,0,0,0,0,0,13,8,13,0,0,0,0,0,0,0,0,0,0,12,1,0,0,7,0,0,205,1,0,0,Married,GRADUATE,60,M,17500,14,0.6,0.0,0.924,0,0,0.0,0.0,0.0,0.0,0,1,others,HL,723,P1
9631,6,0,6,3,0,0.5,0.0,1.0,0.0,5,0,0.833,0.0,3,1,0,3,0,0,0,1,5,2,17,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,6,4,4,Married,12TH,34,F,25000,62,1.0,0.6,0.691,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,655,P4
9633,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,3,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,3,1,0,1,24,11,10,3,Married,GRADUATE,31,M,19999,66,1.0,1.0,0.98,0,0,0.0,1.0,0.0,1.0,0,0,ConsumerLoan,PL,655,P4
9634,4,3,1,0,0,0.0,0.0,0.25,0.75,0,0,0.0,0.0,0,0,0,1,3,0,0,3,1,0,143,36,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,6,6,6,Married,SSC,49,M,20000,245,0.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,669,P2
9636,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,3,Married,12TH,40,M,20000,121,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,653,P4
9637,16,9,7,5,2,0.312,0.125,0.438,0.562,5,2,0.312,0.125,0,0,3,10,0,0,0,0,16,3,93,4,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,1435,0,0,0,Married,GRADUATE,30,M,52000,78,0.438,1.0,0.358,1,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,CC,719,P1
9638,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,5,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,13,4,4,2,Single,GRADUATE,24,M,12000,47,1.0,1.0,0.6,0,0,1.0,0.0,1.0,0.0,0,0,others,ConsumerLoan,665,P3
9640,11,6,5,1,0,0.091,0.0,0.455,0.545,2,0,0.182,0.0,0,3,1,0,6,0,0,9,2,1,130,4,32,1,3,0,0,0,0,0,25,5,11,0,0,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,130,2,1,0,Married,SSC,34,M,20000,146,0.455,0.5,0.835,1,0,0.0,1.0,0.0,1.0,1,0,CC,AL,698,P2
9641,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,1,1,0,0,1,0,0,2,0,0,23,12,646,0,0,0,0,0,0,0,20,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,371,0,0,0,Married,POST-GRADUATE,29,F,15000,14,0.5,0.0,0.904,0,0,0.0,0.0,0.0,0.0,1,0,AL,AL,697,P2
9642,4,1,3,0,1,0.0,0.25,0.75,0.25,3,1,0.75,0.25,0,1,0,2,0,0,0,1,3,1,13,9,38,5,28,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,1,3,1,1,Married,GRADUATE,43,M,19000,57,0.75,0.0,0.651,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,657,P4
9644,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,2,1,1,Single,12TH,21,M,23000,44,1.0,0.0,1.205,0,0,1.0,0.0,1.0,0.0,0,0,PL,others,670,P2
9645,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7,7,19,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,209,1,0,0,Married,UNDER GRADUATE,40,M,40000,125,1.0,0.0,0.766,0,0,0.0,0.0,0.0,0.0,0,0,others,others,684,P2
9648,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,41,41,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1223,0,0,0,Married,12TH,43,M,12000,54,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,others,others,682,P2
9651,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,28,16,114,2,26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,20,1,1,1,Married,UNDER GRADUATE,22,M,20000,46,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,672,P2
9652,13,7,6,0,0,0.0,0.0,0.462,0.538,1,1,0.077,0.077,0,2,1,0,8,1,0,11,2,1,77,9,50,2,3,0,1,1,1,0,12,5,10,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,640,0,0,0,Single,SSC,29,M,27000,125,0.462,0.0,0.943,1,0,0.0,0.0,0.0,0.0,1,1,HL,others,692,P2
9653,4,0,4,1,0,0.25,0.0,1.0,0.0,3,0,0.75,0.0,0,0,0,2,0,0,0,0,4,2,31,2,58,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,81,2,1,1,Married,SSC,45,M,10000,40,1.0,0.333,0.418,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,678,P2
9654,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,1,1,0,1,0,0,0,1,1,0,11,2,47,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,1,7,4,4,Single,GRADUATE,25,M,27000,54,0.5,0.5,1.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,665,P3
9655,4,1,3,1,1,0.25,0.25,0.75,0.25,2,1,0.5,0.25,1,0,0,3,0,0,0,0,4,1,75,3,71,0,0,0,0,0,0,0,32,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,486,0,0,0,Married,GRADUATE,31,M,35000,121,0.75,0.5,2.702,0,0,0.0,0.0,0.0,0.0,0,0,others,others,718,P1
9656,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,54,54,26,0,0,0,0,0,0,0,35,5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,1,1,1,Married,UNDER GRADUATE,26,M,15000,71,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,677,P2
9658,3,2,1,1,1,0.333,0.333,0.333,0.667,2,2,0.667,0.667,0,0,0,3,0,0,0,0,3,0,15,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,3,2,1,Married,12TH,28,M,19000,42,0.333,0.5,0.666,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,677,P2
9659,43,38,5,0,0,0.0,0.0,0.116,0.884,0,0,0.0,0.0,1,0,0,0,41,1,1,42,1,0,53,17,274,0,0,0,0,0,0,0,23,4,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,231,1,0,0,Married,12TH,48,F,31000,245,0.116,0.0,0.942,0,1,0.0,0.0,0.0,0.0,1,1,HL,AL,701,P3
9663,6,5,1,0,0,0.0,0.0,0.167,0.833,0,0,0.0,0.0,0,0,0,1,5,0,0,5,1,0,41,28,525,5,55,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,0,331,1,0,0,Single,12TH,23,M,20000,93,0.167,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,ConsumerLoan,668,P3
9664,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,0,2,0,0,2,0,0,23,5,163,0,0,0,0,0,0,0,22,4,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,2,2,Married,12TH,25,M,15000,48,0.5,1.0,1.001,0,0,0.0,0.0,0.0,0.0,1,0,ConsumerLoan,others,684,P2
9665,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,39,39,879,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,1171,0,0,0,Married,GRADUATE,33,M,14000,80,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,664,P3
9666,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,0,0,0,0,1,1,1,11,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,304,1,0,0,Married,SSC,35,M,21000,183,1.0,0.0,0.905,0,0,0.0,0.0,0.0,0.0,0,0,CC,CC,690,P2
9667,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,1,0,0,0,1,1,0,80,8,1966,2,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,1,0,0,248,1,0,0,Single,12TH,39,M,25000,66,1.0,0.0,0.375,0,0,0.0,0.0,0.0,0.0,0,0,others,ConsumerLoan,699,P2
9668,4,0,4,2,0,0.5,0.0,1.0,0.0,3,0,0.75,0.0,1,2,1,1,0,0,0,2,2,0,16,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,0,47,3,1,1,Single,SSC,22,M,16000,59,1.0,0.667,0.577,1,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,others,667,P3
9669,7,4,3,4,4,0.571,0.571,0.429,0.571,6,4,0.857,0.571,2,0,0,1,0,0,0,0,7,6,100,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,1,176,3,1,0,Married,GRADUATE,35,M,24500,150,0.429,0.667,0.923,0,0,1.0,0.0,0.5,0.0,0,0,PL,PL,697,P2
9672,3,3,0,0,0,0.0,0.0,0.0,1.0,0,3,0.0,1.0,0,0,0,2,0,0,0,0,3,1,32,16,194,6,28,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,0,3,1,2,4,4,2,1,Single,UNDER GRADUATE,25,M,28000,54,0.0,0.0,0.0,0,0,0.5,0.0,0.333,0.0,0,0,ConsumerLoan,others,652,P4
9673,4,1,3,3,1,0.75,0.25,0.75,0.25,3,1,0.75,0.25,0,0,0,2,0,0,1,0,4,1,14,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,2,8,8,8,21,10,10,4,Single,SSC,31,M,18000,128,0.75,1.0,0.752,0,1,1.0,1.0,1.0,1.0,0,0,CC,ConsumerLoan,654,P4
9674,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,18,18,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,540,0,0,0,Single,GRADUATE,21,M,11300,13,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,677,P2
